Nombre;Fecha;Competicion;Jornadas;Titular;Minutos;Goles;Asistencias;Tiros;Tiros a puerta;Amarila;Roja;Toques;Presion;Entradas;Intercepciones;Bloqueos
Memphis Depay;27/10/2018;Ligue 1;11;N;36;1;1;2;1;0;0;23;4;0;0;0
Memphis Depay;03/11/2018;Ligue 1;12;Y;90;0;0;0;0;0;0;50;13;1;0;2
Memphis Depay;10/11/2018;Ligue 1;13;Y;90;2;2;5;2;1;0;60;6;0;0;1
Memphis Depay;23/11/2018;Ligue 1;14;Y;89;0;1;2;0;0;0;61;5;1;1;1
Memphis Depay;01/12/2018;Ligue 1;15;Y;90;0;1;4;2;1;0;59;10;0;0;1
Memphis Depay;05/12/2018;Ligue 1;16;Y;90;0;0;1;1;0;0;45;12;1;1;1
Memphis Depay;16/12/2018;Ligue 1;17;Y;90;0;0;4;0;1;0;79;12;0;1;1
Memphis Depay;22/12/2018;Ligue 1;18;Y;60;0;0;1;1;0;0;39;5;0;0;0
Memphis Depay;11/01/2019;Ligue 1;19;Y;90;0;0;3;1;0;0;68;23;1;1;0
Memphis Depay;16/01/2019;Ligue 1;20;Y;90;0;0;3;0;1;0;78;13;0;0;0
Memphis Depay;20/01/2019;Ligue 1;21;Y;90;0;0;4;1;0;0;61;13;0;0;1
Memphis Depay;27/01/2019;Ligue 1;22;Y;90;0;1;4;2;0;0;68;19;0;0;0
Memphis Depay;03/02/2019;Ligue 1;23;Y;90;0;0;1;1;0;0;61;23;0;1;0
Memphis Depay;10/02/2019;Ligue 1;24;Y;90;0;0;8;2;0;0;78;19;0;0;0
Memphis Depay;15/02/2019;Ligue 1;25;N;12;0;0;1;0;0;0;12;1;0;0;0
Memphis Depay;24/02/2019;Ligue 1;26;N;52;0;0;1;0;0;0;40;15;1;0;1
Memphis Depay;03/03/2019;Ligue 1;27;Y;90;1;0;8;3;0;0;73;13;0;0;0
Memphis Depay;29/03/2019;Ligue 1;28;Y;83;0;0;3;1;0;0;61;11;0;1;2
Memphis Depay;06/04/2019;Ligue 1;29;N;28;0;0;1;0;1;0;13;4;0;0;0
Memphis Depay;12/04/2019;Ligue 1;30;N;57;0;0;3;0;0;0;36;5;0;0;0
Memphis Depay;19/04/2019;Ligue 1;31;Y;89;1;0;5;2;0;0;57;17;1;0;1
Memphis Depay;26/04/2019;Ligue 1;32;Y;90;1;0;4;1;0;0;67;19;1;0;1
Memphis Depay;05/05/2019;Ligue 1;33;Y;90;0;1;3;0;0;0;56;27;1;0;0
Memphis Depay;12/05/2019;Ligue 1;34;Y;90;0;0;2;0;0;0;36;20;0;0;0
Memphis Depay;18/05/2019;Ligue 1;35;Y;76;2;0;2;2;0;0;40;14;1;0;0
Memphis Depay;24/05/2019;Ligue 1;36;Y;90;0;1;3;1;0;0;71;11;0;0;1
Memphis Depay;09/08/2019;Ligue 1;37;Y;90;1;0;4;1;0;0;49;12;0;0;0
Memphis Depay;16/08/2019;Ligue 1;38;Y;90;2;1;3;3;0;0;59;12;1;0;1
Memphis Depay;27/08/2019;Ligue 1;39;Y;90;0;0;6;2;0;0;52;14;0;0;0
Memphis Depay;31/08/2019;Ligue 1;40;Y;87;1;0;5;1;0;0;38;14;0;0;1
Memphis Depay;22/09/2019;Ligue 1;41;Y;90;0;0;2;0;0;0;59;26;3;1;1
Memphis Depay;25/09/2019;Ligue 1;42;N;27;0;0;1;0;0;0;23;9;0;0;0
Memphis Depay;28/09/2019;Ligue 1;43;Y;90;0;0;4;2;0;0;61;18;2;0;0
Memphis Depay;06/10/2019;Ligue 1;44;Y;90;0;0;1;0;0;0;50;11;1;2;0
Memphis Depay;26/10/2019;Ligue 1;45;Y*;89;1;0;5;2;0;0;63;11;0;1;0
Memphis Depay;02/11/2019;Ligue 1;46;Y;90;2;0;8;4;0;0;63;15;0;0;1
Memphis Depay;03/12/2019;Ligue 1;47;Y*;65;0;0;2;2;0;0;38;9;2;0;0
Memphis Depay;06/12/2019;Ligue 1;48;Y*;75;2;1;5;2;0;0;61;3;0;0;0
Memphis Depay;15/12/2019;Ligue 1;49;Y*;45;0;0;0;0;0;0;24;5;0;0;0
Memphis Depay;28/08/2020;Ligue 1;50;Y*;70;3;0;4;2;1;0;50;6;0;0;0
Memphis Depay;11/09/2020;Ligue 1;51;Y*;72;0;0;3;0;0;0;43;10;0;0;2
Memphis Depay;15/09/2020;Ligue 1;52;N;36;1;0;2;2;0;0;23;2;0;0;0
Memphis Depay;18/09/2020;Ligue 1;53;Y*;90;0;0;2;0;0;0;69;6;0;0;2
Memphis Depay;27/09/2020;Ligue 1;54;N;45;0;0;1;0;0;0;28;7;0;0;0
Memphis Depay;04/10/2020;Ligue 1;55;N;22;0;0;1;0;0;0;24;3;0;0;0
Memphis Depay;18/10/2020;Ligue 1;56;Y*;90;0;3;2;1;0;0;48;15;1;0;0
Memphis Depay;25/10/2020;Ligue 1;57;Y*;90;1;0;5;1;0;0;44;10;0;0;0
Memphis Depay;01/11/2020;Ligue 1;58;Y*;73;0;0;1;0;0;0;35;4;0;0;0
Memphis Depay;08/11/2020;Ligue 1;59;Y*;90;0;0;4;1;0;0;50;15;2;0;1
Memphis Depay;22/11/2020;Ligue 1;60;Y*;90;0;0;0;0;0;0;49;5;0;0;1
Memphis Depay;29/11/2020;Ligue 1;61;Y*;70;0;1;1;0;0;0;48;5;0;0;0
Memphis Depay;06/12/2020;Ligue 1;62;Y*;78;1;0;5;2;0;0;43;3;0;0;1
Memphis Depay;13/12/2020;Ligue 1;63;Y*;77;0;0;0;0;0;0;28;24;0;0;0
Memphis Depay;16/12/2020;Ligue 1;64;N;36;1;0;3;1;0;0;22;1;0;0;0
Memphis Depay;19/12/2020;Ligue 1;65;Y*;86;1;0;2;1;0;0;45;7;0;0;1
Memphis Depay;23/12/2020;Ligue 1;66;Y*;90;0;0;6;4;0;0;52;8;0;0;0
Memphis Depay;06/01/2021;Ligue 1;67;Y*;87;2;0;3;2;0;0;46;8;0;0;0
Memphis Depay;09/01/2021;Ligue 1;68;Y*;90;1;1;2;1;0;0;55;14;2;1;0
Memphis Depay;17/01/2021;Ligue 1;69;Y*;90;0;0;4;2;0;0;47;10;1;0;1
Memphis Depay;24/01/2021;Ligue 1;70;Y*;90;0;1;2;1;0;0;44;15;0;3;0
Memphis Depay;29/01/2021;Ligue 1;71;Y*;90;0;0;1;0;0;0;39;9;0;0;0
Memphis Depay;03/02/2021;Ligue 1;72;Y*;90;0;0;3;2;0;0;52;7;0;1;0
Memphis Depay;06/02/2021;Ligue 1;73;Y*;71;2;0;4;4;0;0;46;4;0;1;0
Memphis Depay;13/02/2021;Ligue 1;74;Y*;90;0;0;0;0;0;0;44;5;0;0;0
Memphis Depay;19/02/2021;Ligue 1;75;Y*;87;1;1;3;2;0;0;47;10;0;0;0
Memphis Depay;28/02/2021;Ligue 1;76;Y*;90;0;0;4;0;1;0;42;11;0;1;0
Memphis Depay;03/03/2021;Ligue 1;77;Y*;81;0;1;5;2;0;0;53;8;0;0;2
Memphis Depay;12/03/2021;Ligue 1;78;Y*;90;0;1;3;0;1;0;62;13;0;0;0
Memphis Depay;21/03/2021;Ligue 1;79;Y*;55;0;0;1;1;0;0;33;7;0;0;1
Memphis Depay;03/04/2021;Ligue 1;80;Y*;90;0;0;4;2;1;0;57;21;0;0;0
Memphis Depay;11/04/2021;Ligue 1;81;Y*;90;2;0;4;3;0;0;97;9;0;1;0
Memphis Depay;18/04/2021;Ligue 1;82;Y*;77;2;0;3;2;0;0;48;2;0;1;2
Memphis Depay;25/04/2021;Ligue 1;83;Y*;90;0;0;1;0;0;0;62;7;0;0;0
Memphis Depay;02/05/2021;Ligue 1;84;Y*;90;1;1;4;1;0;0;50;2;0;0;0
Memphis Depay;16/05/2021;Ligue 1;85;Y*;90;1;0;5;3;0;0;57;8;0;0;0
Memphis Depay;23/05/2021;Ligue 1;86;Y*;90;0;2;4;2;0;0;54;29;1;0;0
Memphis Depay;15/08/2021;La Liga;87;Y;89;0;1;2;2;0;0;58;10;0;0;1
Memphis Depay;21/08/2021;La Liga;88;Y;90;1;0;3;2;0;0;50;12;1;0;0
Memphis Depay;29/08/2021;La Liga;89;Y;90;1;0;3;1;1;0;58;18;0;0;0
Memphis Depay;20/09/2021;La Liga;90;Y;90;0;0;4;1;0;0;61;6;1;0;0
Memphis Depay;23/09/2021;La Liga;91;Y;90;0;0;3;2;0;0;81;5;0;0;3
Memphis Depay;26/09/2021;La Liga;92;Y;90;1;0;5;4;0;0;83;10;0;0;1
Memphis Depay;02/10/2021;La Liga;93;Y;90;0;0;1;0;0;0;53;9;3;0;0
Memphis Depay;17/10/2021;La Liga;94;Y;90;1;1;2;0;0;0;57;11;0;0;0
Memphis Depay;24/10/2021;La Liga;95;Y;90;0;0;1;0;0;0;55;14;0;1;0
Memphis Depay;27/10/2021;La Liga;96;Y;90;0;0;1;0;0;0;78;11;1;0;0
Memphis Depay;30/10/2021;La Liga;97;Y;90;1;0;4;3;0;0;90;9;0;0;0
Memphis Depay;06/11/2021;La Liga;98;Y;90;1;0;1;1;0;0;47;10;2;0;0
Juanmi;18/08/2018;La Liga;1;N;23;1;0;1;1;1;0;9;1;0;0;1
Juanmi;24/08/2018;La Liga;2;Y;90;0;0;2;2;1;0;33;49;2;0;2
Juanmi;31/08/2018;La Liga;3;Y;72;0;0;1;1;1;0;23;20;0;0;1
Juanmi;15/09/2018;La Liga;4;Y;90;0;0;3;1;0;0;37;30;1;4;1
Juanmi;21/09/2018;La Liga;5;Y;70;0;0;0;0;2;1;36;13;2;2;1
Juanmi;22/10/2018;La Liga;6;N;34;0;0;0;0;0;0;17;6;1;1;0
Juanmi;27/10/2018;La Liga;7;N;23;0;0;0;0;0;0;8;8;0;0;0
Juanmi;04/11/2018;La Liga;8;Y;69;0;0;2;0;0;0;21;18;0;0;0
Juanmi;09/11/2018;La Liga;9;N;35;1;1;2;1;0;0;16;7;0;0;0
Juanmi;26/11/2018;La Liga;10;Y;90;0;0;5;3;0;0;27;18;1;1;2
Juanmi;02/12/2018;La Liga;11;N;22;0;0;0;0;0;0;6;13;0;0;1
Juanmi;09/12/2018;La Liga;12;Y;45;0;0;0;0;0;0;21;10;0;0;1
Juanmi;15/12/2018;La Liga;13;Y;77;0;0;4;3;0;0;31;6;0;1;2
Juanmi;21/12/2018;La Liga;14;Y;84;0;0;3;1;0;0;30;17;2;0;2
Juanmi;14/01/2019;La Liga;15;Y;64;0;0;0;0;0;0;24;20;1;1;0
Juanmi;20/01/2019;La Liga;16;N;8;0;0;1;1;0;0;6;2;1;0;0
Juanmi;27/01/2019;La Liga;17;N;6;0;0;0;0;0;0;3;0;0;0;0
Juanmi;25/02/2019;La Liga;18;Y;72;0;0;2;0;0;0;22;30;1;0;0
Juanmi;03/03/2019;La Liga;19;N;23;0;0;0;0;0;0;6;6;0;0;0
Juanmi;10/03/2019;La Liga;20;Y;69;0;0;0;0;0;0;23;11;0;0;1
Juanmi;31/03/2019;La Liga;21;N;31;0;0;4;0;0;0;12;3;0;0;0
Juanmi;04/04/2019;La Liga;22;Y;90;1;1;5;1;0;0;42;19;2;0;3
Juanmi;07/04/2019;La Liga;23;N;30;0;0;0;0;0;0;14;2;0;0;0
Juanmi;14/04/2019;La Liga;24;Y;90;1;0;1;1;0;0;31;20;0;0;1
Juanmi;20/04/2019;La Liga;25;Y;86;1;0;2;2;0;0;31;29;1;0;0
Juanmi;25/04/2019;La Liga;26;Y;90;0;0;3;0;0;0;38;12;2;2;1
Juanmi;28/04/2019;La Liga;27;N;1;0;0;2;1;0;0;3;0;0;0;0
Juanmi;04/05/2019;La Liga;28;N;18;0;0;1;0;0;0;6;9;0;0;0
Juanmi;12/05/2019;La Liga;29;N;4;0;0;0;0;0;0;3;1;0;0;0
Juanmi;18/05/2019;La Liga;30;N;17;0;0;0;0;0;0;7;2;0;0;0
Juanmi;18/08/2019;La Liga;31;N;8;0;0;0;0;0;0;1;2;0;0;0
Juanmi;20/09/2019;La Liga;32;Y;67;0;0;3;1;0;0;13;12;0;0;1
Juanmi;20/06/2020;La Liga;33;N;5;0;0;0;0;0;0;1;2;0;0;0
Juanmi;28/06/2020;La Liga;34;N;45;1;0;1;1;0;0;16;10;3;0;0
Juanmi;01/07/2020;La Liga;35;N;45;0;0;0;0;0;0;11;9;0;0;1
Juanmi;04/07/2020;La Liga;36;Y;56;0;0;0;0;0;0;16;9;1;0;0
Juanmi;08/07/2020;La Liga;37;N;5;0;0;0;0;0;0;3;3;0;0;0
Juanmi;16/07/2020;La Liga;38;N;33;0;0;3;1;2;1;23;2;1;0;0
Juanmi;20/09/2020;La Liga;39;N;21;0;0;0;0;0;0;14;7;0;0;0
Juanmi;29/09/2020;La Liga;40;Y;60;0;0;1;0;0;0;32;13;2;0;1
Juanmi;03/10/2020;La Liga;41;N;1;0;0;0;0;0;0;2;1;0;0;0
Juanmi;20/12/2020;La Liga;42;N;45;0;0;0;0;0;0;13;2;1;0;0
Juanmi;29/12/2020;La Liga;43;Y;58;0;0;1;0;0;0;15;6;1;0;0
Juanmi;11/01/2021;La Liga;44;N;12;0;0;1;0;0;0;4;5;1;0;0
Juanmi;07/02/2021;La Liga;45;Y;74;0;0;2;1;0;0;27;22;2;0;1
Juanmi;19/02/2021;La Liga;46;N;12;0;0;1;1;0;0;5;3;0;0;0
Juanmi;28/02/2021;La Liga;47;N;31;1;0;1;1;1;0;14;10;2;0;0
Juanmi;08/03/2021;La Liga;48;Y;73;0;0;5;1;0;0;22;13;1;2;0
Juanmi;14/03/2021;La Liga;49;N;26;0;0;0;0;0;0;5;1;0;0;1
Juanmi;19/03/2021;La Liga;50;N;25;1;0;1;1;0;0;8;0;0;0;0
Juanmi;04/04/2021;La Liga;51;N;64;0;0;1;0;0;0;15;11;1;1;0
Juanmi;11/04/2021;La Liga;52;N;28;0;0;0;0;0;0;4;6;0;0;0
Juanmi;18/04/2021;La Liga;53;Y;63;0;0;0;0;0;0;16;31;0;0;0
Juanmi;24/04/2021;La Liga;54;N;11;0;0;0;0;0;0;7;3;0;0;0
Juanmi;14/08/2021;La Liga;55;N;36;0;0;0;0;1;0;24;11;1;0;0
Juanmi;20/08/2021;La Liga;56;Y;86;1;0;2;2;0;0;33;7;1;0;1
Juanmi;28/08/2021;La Liga;57;Y;76;0;0;3;1;0;0;21;19;2;1;1
Juanmi;19/09/2021;La Liga;58;N;25;0;0;1;1;0;0;6;6;1;0;0
Juanmi;23/09/2021;La Liga;59;N;16;1;0;1;1;0;0;5;4;0;0;1
Juanmi;26/09/2021;La Liga;60;Y;71;0;0;1;0;0;0;31;21;1;1;1
Juanmi;03/10/2021;La Liga;61;Y;45;0;0;0;0;1;0;16;12;1;1;2
Juanmi;24/10/2021;La Liga;62;Y;69;1;0;2;1;0;0;26;17;4;0;1
Juanmi;27/10/2021;La Liga;63;Y;73;1;1;3;3;0;0;30;16;2;0;1
Juanmi;31/10/2021;La Liga;64;Y;45;0;0;0;0;0;0;14;8;1;2;0
Juanmi;07/11/2021;La Liga;65;N;28;0;0;0;0;0;0;7;11;0;1;0
Álvaro Negredo;13/08/2017;Süper Lig;1;N;4;0;0;0;0;0;0;0;1;0;0;0
Álvaro Negredo;18/08/2017;Süper Lig;2;N;6;0;0;1;0;0;0;0;1;0;0;0
Álvaro Negredo;26/08/2017;Süper Lig;3;N;19;0;0;0;0;0;0;2;0;0;0;0
Álvaro Negredo;09/09/2017;Süper Lig;4;Y;70;0;0;4;1;0;0;1;1;1;1;0
Álvaro Negredo;18/09/2017;Süper Lig;5;N;22;0;0;1;0;1;0;3;0;0;0;0
Álvaro Negredo;23/09/2017;Süper Lig;6;N;33;0;1;0;0;1;0;1;0;1;1;0
Álvaro Negredo;01/10/2017;Süper Lig;7;Y;57;0;0;1;0;0;0;2;1;0;0;2
Álvaro Negredo;13/10/2017;Süper Lig;8;Y;45;0;0;0;0;0;0;0;0;0;0;0
Álvaro Negredo;23/10/2017;Süper Lig;9;N;17;0;0;2;0;0;0;0;0;0;0;0
Álvaro Negredo;28/10/2017;Süper Lig;10;N;12;1;0;2;1;0;0;0;0;0;0;0
Álvaro Negredo;05/11/2017;Süper Lig;11;N;3;0;0;0;0;0;0;1;0;0;0;0
Álvaro Negredo;17/11/2017;Süper Lig;12;Y;64;0;0;1;0;0;0;0;2;1;0;0
Álvaro Negredo;25/11/2017;Süper Lig;13;N;33;0;0;2;0;0;0;1;0;0;1;0
Álvaro Negredo;02/12/2017;Süper Lig;14;N;3;1;0;1;1;0;0;0;0;0;0;0
Álvaro Negredo;10/12/2017;Süper Lig;15;N;11;0;0;2;0;0;0;0;0;0;0;1
Álvaro Negredo;17/12/2017;Süper Lig;16;Y;90;1;0;3;2;0;0;2;0;2;2;1
Álvaro Negredo;23/12/2017;Süper Lig;17;Y;45;1;0;3;2;0;0;0;0;0;0;0
Álvaro Negredo;21/01/2018;Süper Lig;18;Y;90;0;0;1;1;0;0;1;1;1;1;2
Álvaro Negredo;26/01/2018;Süper Lig;19;Y;68;0;0;1;0;0;0;0;0;1;0;0
Álvaro Negredo;02/02/2018;Süper Lig;20;Y;90;1;1;2;2;0;0;1;0;1;1;0
Álvaro Negredo;10/02/2018;Süper Lig;21;Y;55;0;0;3;3;0;0;0;0;0;0;1
Álvaro Negredo;16/02/2018;Süper Lig;22;N;24;0;0;1;1;0;0;0;1;0;0;0
Álvaro Negredo;25/02/2018;Süper Lig;23;N;28;0;2;1;1;0;0;1;1;0;0;0
Álvaro Negredo;05/03/2018;Süper Lig;24;N;35;0;2;0;0;0;0;1;0;1;0;0
Álvaro Negredo;10/03/2018;Süper Lig;25;Y;73;0;0;2;1;0;0;1;1;0;0;1
Álvaro Negredo;18/03/2018;Süper Lig;26;Y;90;0;0;2;0;0;0;1;1;1;1;0
Álvaro Negredo;31/03/2018;Süper Lig;27;Y;62;0;0;1;0;0;0;1;0;1;0;0
Álvaro Negredo;07/04/2018;Süper Lig;28;Y;72;0;0;2;2;0;0;0;2;0;1;0
Álvaro Negredo;13/04/2018;Süper Lig;29;Y;77;1;0;2;1;1;0;2;1;0;0;1
Álvaro Negredo;22/04/2018;Süper Lig;30;Y;90;1;0;4;1;0;0;1;1;0;0;0
Álvaro Negredo;29/04/2018;Süper Lig;31;Y;34;0;0;2;0;0;0;0;0;0;0;0
Álvaro Negredo;19/08/2018;Süper Lig;32;Y;81;1;0;3;2;0;0;0;1;1;0;0
Álvaro Negredo;26/08/2018;Süper Lig;33;Y;90;1;0;3;2;0;0;2;0;0;0;0
Álvaro Negredo;02/09/2018;Süper Lig;34;Y;90;0;0;3;1;0;0;1;2;0;0;0
Álvaro Negredo;15/09/2018;Süper Lig;35;Y;89;0;1;1;0;0;0;1;1;0;1;1
Álvaro Negredo;12/09/2020;La Liga;36;Y;77;0;0;0;0;0;0;22;2;0;0;0
Álvaro Negredo;20/09/2020;La Liga;37;Y;68;1;0;2;2;0;0;14;14;1;0;0
Álvaro Negredo;27/09/2020;La Liga;38;Y;76;0;1;3;2;0;0;27;5;0;0;1
Álvaro Negredo;01/10/2020;La Liga;39;N;9;0;0;0;0;2;1;5;1;1;0;0
Álvaro Negredo;17/10/2020;La Liga;40;Y;80;0;1;4;0;0;0;36;7;1;0;0
Álvaro Negredo;25/10/2020;La Liga;41;Y;65;0;0;0;0;0;0;16;3;0;0;3
Álvaro Negredo;30/10/2020;La Liga;42;Y;79;1;1;3;2;0;0;29;8;2;0;1
Álvaro Negredo;07/11/2020;La Liga;43;Y;90;0;0;1;0;0;0;22;3;0;0;0
Álvaro Negredo;05/12/2020;La Liga;44;N;29;1;0;2;1;0;0;7;3;0;1;0
Álvaro Negredo;14/12/2020;La Liga;45;Y;69;0;0;1;0;0;0;34;5;0;0;1
Álvaro Negredo;20/12/2020;La Liga;46;Y;65;0;0;1;0;0;0;20;7;0;0;0
Álvaro Negredo;23/12/2020;La Liga;47;Y;90;0;0;1;1;0;0;33;7;0;0;2
Álvaro Negredo;29/12/2020;La Liga;48;Y;83;0;0;4;1;0;0;42;4;1;1;0
Álvaro Negredo;04/01/2021;La Liga;49;Y;72;0;0;1;0;1;0;23;5;1;0;1
Álvaro Negredo;10/01/2021;La Liga;50;Y;87;1;0;3;2;0;0;33;8;0;0;0
Álvaro Negredo;19/01/2021;La Liga;51;Y;74;0;0;1;0;0;0;19;5;1;0;0
Álvaro Negredo;23/01/2021;La Liga;52;Y;80;0;0;2;0;0;0;22;5;0;0;1
Álvaro Negredo;31/01/2021;La Liga;53;Y;90;2;0;4;4;0;0;42;8;2;0;0
Álvaro Negredo;07/02/2021;La Liga;54;Y;59;0;0;0;0;0;0;27;2;0;0;0
Álvaro Negredo;15/02/2021;La Liga;55;Y;45;0;0;0;0;0;0;13;3;0;0;0
Álvaro Negredo;21/02/2021;La Liga;56;Y;58;0;0;0;0;0;0;24;1;0;0;0
Álvaro Negredo;28/02/2021;La Liga;57;Y;69;0;0;0;0;0;0;21;9;0;0;0
Álvaro Negredo;06/03/2021;La Liga;58;Y;73;1;0;2;1;0;0;29;4;0;0;0
Álvaro Negredo;13/03/2021;La Liga;59;Y;82;0;0;3;0;0;0;27;4;0;0;0
Álvaro Negredo;21/03/2021;La Liga;60;Y;90;0;0;1;1;0;0;24;4;0;0;1
Álvaro Negredo;04/04/2021;La Liga;61;Y;73;0;0;1;0;0;0;31;9;0;0;0
Álvaro Negredo;10/04/2021;La Liga;62;Y;59;0;0;3;1;0;0;38;5;0;0;2
Álvaro Negredo;18/04/2021;La Liga;63;Y;59;0;0;0;0;0;0;26;5;0;0;0
Álvaro Negredo;21/04/2021;La Liga;64;Y;45;0;0;0;0;0;0;20;3;1;0;1
Álvaro Negredo;24/04/2021;La Liga;65;N;3;0;0;0;0;0;0;6;0;0;0;0
Álvaro Negredo;02/05/2021;La Liga;66;Y;77;0;1;2;1;1;0;17;6;0;0;0
Álvaro Negredo;08/05/2021;La Liga;67;N;17;0;0;0;0;0;0;9;1;0;0;0
Álvaro Negredo;11/05/2021;La Liga;68;N;14;0;0;0;0;0;0;7;1;0;0;0
Álvaro Negredo;16/05/2021;La Liga;69;N;19;0;0;0;0;0;0;8;3;0;0;0
Álvaro Negredo;21/05/2021;La Liga;70;Y;73;1;0;2;1;1;0;32;10;1;0;0
Álvaro Negredo;14/08/2021;La Liga;71;Y;58;0;0;0;0;0;0;15;8;0;0;0
Álvaro Negredo;20/08/2021;La Liga;72;Y;68;1;0;0;0;0;0;22;6;0;0;1
Álvaro Negredo;29/08/2021;La Liga;73;Y;67;0;0;0;0;0;0;25;6;0;0;1
Álvaro Negredo;12/09/2021;La Liga;74;Y;58;0;0;1;0;1;0;17;16;0;0;1
Álvaro Negredo;17/09/2021;La Liga;75;N;8;0;0;0;0;0;0;6;4;0;1;0
Álvaro Negredo;23/09/2021;La Liga;76;Y;56;0;0;1;1;0;0;23;2;0;1;0
Álvaro Negredo;26/09/2021;La Liga;77;N;24;0;0;1;0;0;0;10;3;0;0;0
Álvaro Negredo;02/10/2021;La Liga;78;Y;59;0;0;0;0;0;0;23;9;0;1;1
Álvaro Negredo;18/10/2021;La Liga;79;N;21;0;0;2;0;0;0;6;2;0;0;0
Álvaro Negredo;23/10/2021;La Liga;80;Y;90;0;0;4;2;0;0;31;5;0;0;1
Álvaro Negredo;31/10/2021;La Liga;81;N;30;1;0;0;0;0;0;10;0;0;0;0
Álvaro Negredo;05/11/2021;La Liga;82;N;7;0;0;1;0;0;0;8;1;0;0;1
Iago Aspas;18/08/2018;La Liga;1;Y;90;0;0;2;0;1;0;43;14;1;0;0
Iago Aspas;27/08/2018;La Liga;2;Y;66;0;0;0;0;0;0;38;16;0;0;1
Iago Aspas;01/09/2018;La Liga;3;Y;87;1;0;3;1;0;0;39;20;0;0;1
Iago Aspas;17/09/2018;La Liga;4;Y;90;1;0;3;1;0;0;61;13;0;0;2
Iago Aspas;22/09/2018;La Liga;5;Y*;90;2;0;4;2;0;0;37;19;1;0;1
Iago Aspas;26/09/2018;La Liga;6;Y;85;1;0;2;1;1;0;47;13;0;1;1
Iago Aspas;01/10/2018;La Liga;7;Y;90;0;0;2;0;1;0;41;13;0;0;0
Iago Aspas;07/10/2018;La Liga;8;Y;69;0;0;2;2;0;0;34;10;2;1;1
Iago Aspas;19/10/2018;La Liga;9;Y;90;0;0;3;2;0;0;55;9;1;0;0
Iago Aspas;27/10/2018;La Liga;10;Y;84;3;0;5;4;0;0;41;23;0;1;0
Iago Aspas;04/11/2018;La Liga;11;Y;90;0;0;3;1;0;0;35;17;0;1;0
Iago Aspas;11/11/2018;La Liga;12;Y;90;0;1;3;1;0;0;48;21;0;1;0
Iago Aspas;26/11/2018;La Liga;13;Y*;90;0;0;0;0;0;0;44;20;1;1;0
Iago Aspas;01/12/2018;La Liga;14;Y;87;2;0;3;2;0;0;42;24;0;3;0
Iago Aspas;08/12/2018;La Liga;15;Y;90;0;1;3;1;0;0;50;18;1;0;0
Iago Aspas;14/12/2018;La Liga;16;Y;90;0;0;2;1;0;0;47;16;0;0;0
Iago Aspas;22/12/2018;La Liga;17;Y;51;0;0;0;0;1;0;31;23;0;2;1
Iago Aspas;09/02/2019;La Liga;18;N;25;0;0;2;0;0;0;24;1;0;0;0
Iago Aspas;30/03/2019;La Liga;19;Y;89;2;0;3;1;0;0;46;19;2;1;1
Iago Aspas;03/04/2019;La Liga;20;Y;81;1;2;4;2;0;0;38;19;0;1;0
Iago Aspas;07/04/2019;La Liga;21;Y;89;2;0;4;1;1;0;45;26;0;1;1
Iago Aspas;20/04/2019;La Liga;22;Y;89;1;1;3;2;0;0;44;5;0;0;1
Iago Aspas;24/04/2019;La Liga;23;Y;89;0;1;3;0;0;0;44;26;0;0;1
Iago Aspas;27/04/2019;La Liga;24;Y;90;0;0;1;0;0;0;41;26;2;2;1
Iago Aspas;04/05/2019;La Liga;25;Y;90;1;0;1;0;0;0;41;25;2;0;0
Iago Aspas;12/05/2019;La Liga;26;Y;90;1;0;1;0;0;0;45;20;1;0;0
Iago Aspas;18/05/2019;La Liga;27;Y;90;2;0;2;1;0;0;41;19;0;0;1
Iago Aspas;17/08/2019;La Liga;28;Y*;90;0;0;3;1;1;0;33;10;0;0;0
Iago Aspas;24/08/2019;La Liga;29;Y*;89;0;0;5;1;0;0;49;26;2;2;0
Iago Aspas;30/08/2019;La Liga;30;Y*;90;0;0;0;0;0;0;51;13;0;0;1
Iago Aspas;15/09/2019;La Liga;31;Y;90;0;0;1;0;0;0;33;14;0;0;0
Iago Aspas;21/09/2019;La Liga;32;Y;87;0;0;0;0;1;0;28;9;1;1;0
Iago Aspas;26/09/2019;La Liga;33;Y;90;0;0;3;0;1;0;59;9;0;0;0
Iago Aspas;29/09/2019;La Liga;34;Y;90;0;0;0;0;0;0;52;9;3;2;2
Iago Aspas;06/10/2019;La Liga;35;Y;90;1;0;6;1;0;0;59;12;1;0;1
Iago Aspas;20/10/2019;La Liga;36;Y;90;0;0;5;1;0;0;47;8;0;0;0
Iago Aspas;27/10/2019;La Liga;37;Y;90;0;0;1;0;1;0;35;16;0;1;1
Iago Aspas;30/10/2019;La Liga;38;Y;90;1;0;1;0;0;0;40;24;2;0;2
Iago Aspas;03/11/2019;La Liga;39;Y;90;0;0;1;0;0;0;36;9;0;0;1
Iago Aspas;09/11/2019;La Liga;40;Y;90;0;0;1;0;0;0;54;14;0;1;0
Iago Aspas;24/11/2019;La Liga;41;Y;90;2;0;4;2;0;0;39;14;0;1;1
Iago Aspas;29/11/2019;La Liga;42;Y;90;0;0;4;3;0;0;39;17;3;0;1
Iago Aspas;08/12/2019;La Liga;43;Y;90;1;0;2;2;0;0;49;11;0;0;0
Iago Aspas;15/12/2019;La Liga;44;Y*;90;1;0;4;2;0;0;47;20;0;0;0
